Date,AQI,Category,Risk_Level
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 04:00:00,300.0,Very Unhealthy,High
2018-04-25 10:00:00,300.0,Very Unhealthy,High
2018-04-25 14:00:00,300.0,Very Unhealthy,High
2018-04-25 14:00:00,300.0,Very Unhealthy,High
